x,y,lat__lat,lon__long,identifier__identifiant,station_id__id_station,period_value__valeur_periode,period_group__groupe_periode,province__province,date,temp_mean__temp_moyenne,temp_mean_units__temp_moyenne_unites,temp_max__temp_max,temp_max_units__temp_max_unites,temp_min__temp_min,temp_min_units__temp_min_unites,total_precip__precip_totale,total_precip_units__precip_totale_unites,rain__pluie,rain_units__pluie_unites,snow__neige,snow_units__neige_unites,pressure_sea_level__pression_niveau_mer,pressure_sea_level_units__pression_niveau_mer_unite,pressure_station__pression_station,pressure_station_units__pression_station_unites,wind_speed__vitesse_vent,wind_speed_units__vitesse_vent_unites
-94.07,61.1,61.1,-94.07,2301153.2008.01,2301153,Jan,Monthly,NU,2008-01,-25.7,C,-22.4,C,-28.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-139.84,67.57,67.57,-139.84,2100800.1990.02,2100800,Feb,Monthly,YT,1990-02,,C,,C,,C,14.5,mm,0,mm,14.5,mm,1020.4,hPa,985.2,hPa,,kph
-133.38,62.2,62.2,-133.38,2100518.1997.07,2100518,Jul,Monthly,YT,1997-07,16,C,21.5,C,10.4,C,,mm,,mm,,mm,1011.8,hPa,-9999.9,hPa,,kph
-77.25,45.9667,45.9667,-77.25,7038080.1994.09,7038080,Sep,Monthly,QC,1994-09,,C,,C,,C,61.3,mm,61.3,mm,0,mm,,hPa,,hPa,,kph
-64.77,46.43,46.43,-64.77,8100593.2014.08,8100593,Aug,Monthly,NB,2014-08,17.7,C,22.9,C,12.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-96.0778,64.2989,64.2989,-96.0778,2300500.2003.06,2300500,Jun,Monthly,NU,2003-06,,C,,C,,C,20.6,mm,18,mm,2.6,mm,1012.6,hPa,1010.3,hPa,14.9,kph
-130.92,69.6,69.6,-130.92,220B68C.2019.02,220B68C,Feb,Monthly,NT,2019-02,-20.6,C,-16.4,C,-24.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-66.1403,46.5525,46.5525,-66.1403,8101200.2009.12,8101200,Dec,Monthly,NB,2009-12,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-61.97,45.38,45.38,-61.97,8201100.1992.01,8201100,Jan,Monthly,NS,1992-01,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-125.9966,53.7722,53.7722,-125.9966,1085835.2009.09,1085835,Sep,Monthly,BC,2009-09,,C,,C,,C,49.8,mm,49.8,mm,0,mm,,hPa,,hPa,,kph
-72.73,46.57,46.57,-72.73,7018001.1990.06,7018001,Jun,Monthly,QC,1990-06,16.5,C,21.6,C,11.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-117.82,50.27,50.27,-117.82,1145297.2006.09,1145297,Sep,Monthly,BC,2006-09,15.4,C,22.1,C,8.7,C,,mm,,mm,,mm,1016.5,hPa,956.1,hPa,,kph
-80.78,43.02,43.02,-80.78,6142420.2006.06,6142420,Jun,Monthly,ON,2006-06,18.9,C,24.4,C,13.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-74.53,49.77,49.77,-74.53,7091404.1995.04,7091404,Apr,Monthly,QC,1995-04,,C,,C,,C,114.5,mm,33.3,mm,81.2,mm,-9999.9,hPa,965.5,hPa,,kph
-107.68,50.3,50.3,-107.68,4028038.2000.05,4028038,May,Monthly,SK,2000-05,11.3,C,18.1,C,4.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-64.4781,48.7769,48.7769,-64.4781,7052605.1993.11,7052605,Nov,Monthly,QC,1993-11,,C,,C,,C,81.9,mm,34.6,mm,47.3,mm,1015.5,hPa,1011.4,hPa,13.1,kph
-101.9,51.73,51.73,-101.9,4086001.2000.05,4086001,May,Monthly,SK,2000-05,10.3,C,16.6,C,4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-80.08,43.92,43.92,-80.08,6155790.2015.04,6155790,Apr,Monthly,ON,2015-04,5.5,C,11.9,C,-0.8,C,70.9,mm,69.6,mm,1.3,mm,,hPa,,hPa,,kph
-53.97,48.55,48.55,-53.97,8403851.2008.08,8403851,Aug,Monthly,NL,2008-08,15.8,C,19.8,C,11.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-115.07,49.48,49.48,-115.07,1152850.2002.01,1152850,Jan,Monthly,BC,2002-01,-4.6,C,-0.4,C,-8.7,C,226.5,mm,102.8,mm,123.7,mm,,hPa,,hPa,,kph
-117.82,50.27,50.27,-117.82,1145297.2001.04,1145297,Apr,Monthly,BC,2001-04,7.1,C,12.4,C,1.7,C,,mm,,mm,,mm,1014.7,hPa,953.4,hPa,,kph
-102.27,50.35,50.35,-102.27,4018880.1996.09,4018880,Sep,Monthly,SK,1996-09,11,C,16.5,C,5.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-64.3333,45.4,45.4,-64.3333,8204400.2006.10,8204400,Oct,Monthly,NS,2006-10,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-62.58,46.45,46.45,-62.58,8300562.2010.07,8300562,Jul,Monthly,PE,2010-07,19.9,C,24,C,15.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-85.67,68.3,68.3,-85.67,2402686.2012.10,2402686,Oct,Monthly,NU,2012-10,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,-9999.9,hPa,-9999.9,hPa,,kph
-102.73,50.2,50.2,-102.73,4014040.1990.01,4014040,Jan,Monthly,SK,1990-01,-10.1,C,-4.9,C,-15.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-112.03,49.8,49.8,-112.03,3032550.2002.01,3032550,Jan,Monthly,AB,2002-01,-5.1,C,1.4,C,-11.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-127.18,54.82,54.82,-127.18,1077501.2014.03,1077501,Mar,Monthly,BC,2014-03,-3.1,C,1.2,C,-7.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-81.2,42.77,42.77,-81.2,6137362.1993.09,6137362,Sep,Monthly,ON,1993-09,14.4,C,19.3,C,9.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-100.05,51.1,51.1,-100.05,5040681.2003.04,5040681,Apr,Monthly,MB,2003-04,4.4,C,10.7,C,-1.9,C,7.4,mm,4,mm,3.4,mm,,hPa,,hPa,,kph
-89.5167,48.2333,48.2333,-89.5167,6048864.1995.04,6048864,Apr,Monthly,ON,1995-04,,C,,C,,C,50.3,mm,19,mm,31.3,mm,,hPa,,hPa,,kph
-117.4472,56.2269,56.2269,-117.4472,3075040.2008.06,3075040,Jun,Monthly,AB,2008-06,,C,,C,,C,72.4,mm,72.4,mm,0,mm,1012.4,hPa,944.8,hPa,11,kph
-68.47,48.52,48.52,-68.47,7056068.1999.07,7056068,Jul,Monthly,QC,1999-07,16,C,21.1,C,10.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-135.1,60.73,60.73,-135.1,2101310.1990.03,2101310,Mar,Monthly,YT,1990-03,-3.6,C,2.1,C,-9.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-68.55,63.75,63.75,-68.55,2402592.1997.06,2402592,Jun,Monthly,NU,1997-06,5.6,C,9.1,C,2.2,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-72.78,47.42,47.42,-72.78,707DBD4.2015.02,707DBD4,Feb,Monthly,QC,2015-02,-21.9,C,-12.8,C,-31.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-110.37,65.48,65.48,-110.37,2300850.2013.09,2300850,Sep,Monthly,NU,2013-09,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-77.9833,45.5,45.5,-77.9833,6084770.1992.07,6084770,Jul,Monthly,ON,1992-07,,C,,C,,C,163.1,mm,163.1,mm,0,mm,,hPa,,hPa,,kph
-52.7428,47.6222,47.6222,-52.7428,8403506.2008.02,8403506,Feb,Monthly,NL,2008-02,,C,,C,,C,175.4,mm,74.7,mm,100.7,mm,1011.5,hPa,994,hPa,25.8,kph
-63.28,51.87,51.87,-63.28,704C64L.2020.06,704C64L,Jun,Monthly,QC,2020-06,10,C,15.1,C,4.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-66.33,47.98,47.98,-66.33,8100880.2003.10,8100880,Oct,Monthly,NB,2003-10,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,-9999.9,hPa,-9999.9,hPa,,kph
-100.47,51.1,51.1,-100.47,5040985.2007.10,5040985,Oct,Monthly,MB,2007-10,5.8,C,11.6,C,-0.1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.9878,49.1989,49.1989,-123.9878,10253G0.2016.06,10253G0,Jun,Monthly,BC,2016-06,,C,,C,,C,59.2,mm,59.2,mm,0,mm,,hPa,,hPa,,kph
-64.15,63.33,63.33,-64.15,2400565.2013.09,2400565,Sep,Monthly,NU,2013-09,0.2,C,1.8,C,-1.5,C,,mm,,mm,,mm,1006.3,hPa,959.7,hPa,,kph
-67.83,47.15,47.15,-67.83,8104928.1991.12,8104928,Dec,Monthly,NB,1991-12,-11.4,C,-6.1,C,-16.5,C,,mm,,mm,,mm,1015.5,hPa,984.9,hPa,,kph
-81,44.12,44.12,-81,6113329.1999.06,6113329,Jun,Monthly,ON,1999-06,19,C,25.4,C,12.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-64.48,45.07,45.07,-64.48,8202810.1993.03,8202810,Mar,Monthly,NS,1993-03,-2.5,C,2.8,C,-7.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-79.3,44.9667,44.9667,-79.3,6115525.1999.07,6115525,Jul,Monthly,ON,1999-07,,C,,C,,C,,mm,,mm,,mm,1014.1,hPa,980.7,hPa,9.5,kph
-114.37,50.55,50.55,-114.37,3053250.1995.05,3053250,May,Monthly,AB,1995-05,6.2,C,12.6,C,-0.2,C,153.2,mm,141.3,mm,11.8,mm,,hPa,,hPa,,kph
-86.28,48.6,48.6,-86.28,6046768.1990.10,6046768,Oct,Monthly,ON,1990-10,3.5,C,8.5,C,-1.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-90.73,63.35,63.35,-90.73,2300707.1994.04,2300707,Apr,Monthly,NU,1994-04,-17.9,C,-13,C,-22.8,C,23,mm,0,mm,23,mm,-9999.9,hPa,-9999.9,hPa,,kph
-64,47.06,47.06,-64,8300516.1997.05,8300516,May,Monthly,PE,1997-05,,C,,C,,C,,mm,,mm,,mm,1008.2,hPa,-9999.9,hPa,,kph
-133.38,62.21,62.21,-133.38,2100517.1993.10,2100517,Oct,Monthly,YT,1993-10,,C,,C,,C,,mm,,mm,,mm,1013.6,hPa,926.9,hPa,,kph
-80.23,43.13,43.13,-80.23,6140954.1990.01,6140954,Jan,Monthly,ON,1990-01,-1.1,C,2.6,C,-4.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-120.4419,50.7022,50.7022,-120.4419,1163780.1998.10,1163780,Oct,Monthly,BC,1998-10,,C,,C,,C,38.6,mm,38.6,mm,0,mm,1017.9,hPa,976.1,hPa,12.1,kph
-79.33,42.97,42.97,-79.33,6139449.2012.04,6139449,Apr,Monthly,ON,2012-04,6.7,C,12.7,C,0.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-125.25,72,72,-125.25,2503648.1997.06,2503648,Jun,Monthly,NT,1997-06,2.9,C,5.8,C,0.1,C,,mm,,mm,,mm,1017.6,hPa,-9999.9,hPa,,kph
-102.73,50.2,50.2,-102.73,4014040.2009.01,4014040,Jan,Monthly,SK,2009-01,-16.5,C,-11.5,C,-21.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-79.63,43.68,43.68,-79.63,6158731.2005.08,6158731,Aug,Monthly,ON,2005-08,22.7,C,27.7,C,17.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-113.82,49.13,49.13,-113.82,3056214.1991.06,3056214,Jun,Monthly,AB,1991-06,11.2,C,16.3,C,6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-97.2333,49.9167,49.9167,-97.2333,5023222.1990.02,5023222,Feb,Monthly,MB,1990-02,,C,,C,,C,16.9,mm,0.3,mm,16.6,mm,1018.7,hPa,988.1,hPa,18.2,kph
-108.48,59.57,59.57,-108.48,406QLD0.2000.10,406QLD0,Oct,Monthly,SK,2000-10,0.8,C,4,C,-2.3,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,1014.7,hPa,-9999.9,hPa,,kph
-114.0203,51.1139,51.1139,-114.0203,3031093.1999.05,3031093,May,Monthly,AB,1999-05,,C,,C,,C,57.6,mm,51.4,mm,6.2,mm,1013.6,hPa,888.1,hPa,19.4,kph
-120.1819,55.7417,55.7417,-120.1819,1182285.1997.07,1182285,Jul,Monthly,BC,1997-07,,C,,C,,C,119.8,mm,119.8,mm,0,mm,1012.7,hPa,935.9,hPa,10.7,kph
-87.93,52.2,52.2,-87.93,6014353.2009.10,6014353,Oct,Monthly,ON,2009-10,1.1,C,4.7,C,-2.6,C,,mm,,mm,,mm,1015.2,hPa,983.7,hPa,,kph
-124.7,55.78,55.78,-124.7,1183090.2004.04,1183090,Apr,Monthly,BC,2004-04,3.8,C,10.8,C,-3.3,C,12.3,mm,7.7,mm,4.7,mm,-9999.9,hPa,-9999.9,hPa,,kph
-104.67,50.43,50.43,-104.67,4016699.2013.11,4016699,Nov,Monthly,SK,2013-11,-6.3,C,-1.1,C,-11.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-123.9878,49.1989,49.1989,-123.9878,10253G0.2007.01,10253G0,Jan,Monthly,BC,2007-01,,C,,C,,C,187.3,mm,177.6,mm,9.7,mm,,hPa,,hPa,,kph
-99.07,49.57,49.57,-99.07,5010641.2016.04,5010641,Apr,Monthly,MB,2016-04,2.8,C,8.9,C,-3.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-124.2856,54.4553,54.4553,-124.2856,1092970.1996.08,1092970,Aug,Monthly,BC,1996-08,,C,,C,,C,52.7,mm,52.7,mm,0,mm,,hPa,,hPa,,kph
-126.08,67.04,67.04,-126.08,2200824.2011.04,2200824,Apr,Monthly,NT,2011-04,,C,,C,,C,,mm,,mm,,mm,1015.1,hPa,981.4,hPa,,kph
-75.63,45.45,45.45,-75.63,6106100.2001.08,6106100,Aug,Monthly,ON,2001-08,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-89.72,68.43,68.43,-89.72,2303090.1997.07,2303090,Jul,Monthly,NU,1997-07,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-101.68,54.68,54.68,-101.68,5050919.1998.04,5050919,Apr,Monthly,MB,1998-04,5.1,C,11.9,C,-1.7,C,,mm,,mm,,mm,1017.7,hPa,-9999.9,hPa,,kph
-123.87,49.0544,49.0544,-123.87,1025370.2000.07,1025370,Jul,Monthly,BC,2000-07,,C,,C,,C,,mm,,mm,,mm,1017.8,hPa,1014.5,hPa,8.5,kph
-74.05,45.8,45.8,-74.05,7037400.2009.10,7037400,Oct,Monthly,QC,2009-10,6.1,C,9.8,C,2.4,C,116.8,mm,116.7,mm,0.1,mm,,hPa,,hPa,,kph
-105.6667,53.2167,53.2167,-105.6667,4056240.1999.10,4056240,Oct,Monthly,SK,1999-10,,C,,C,,C,32.2,mm,8.2,mm,24.1,mm,1016,hPa,963.6,hPa,12.1,kph
-113.8931,52.1786,52.1786,-113.8931,3025480.2005.10,3025480,Oct,Monthly,AB,2005-10,,C,,C,,C,,mm,,mm,,mm,1015.1,hPa,908.1,hPa,11.3,kph
-72.72,45.38,45.38,-72.72,7022800.2003.08,7022800,Aug,Monthly,QC,2003-08,20.6,C,25,C,16.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-60.2167,55.45,55.45,-60.2167,8502400.2013.07,8502400,Jul,Monthly,NL,2013-07,12.9,C,17.4,C,8.4,C,,mm,,mm,,mm,1009.1,hPa,1007.7,hPa,16.5,kph
-125.1,48.72,48.72,-125.1,1035940.2019.06,1035940,Jun,Monthly,BC,2019-06,13.2,C,16.9,C,9.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-126.6,52.39,52.39,-126.6,1060841.2011.11,1060841,Nov,Monthly,BC,2011-11,,C,,C,,C,212.2,mm,208.6,mm,3.5,mm,1010.6,hPa,1006.2,hPa,,kph
-79.63,43.68,43.68,-79.63,6158731.2006.11,6158731,Nov,Monthly,ON,2006-11,5.4,C,8.9,C,1.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-72.05,46.48,46.48,-72.05,7022494.2005.03,7022494,Mar,Monthly,QC,2005-03,-5.2,C,-0.1,C,-10.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-101.37,51.18,51.18,-101.37,5012469.1992.10,5012469,Oct,Monthly,MB,1992-10,3.4,C,9.9,C,-3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-65.72,66.15,66.15,-65.72,2403049.2000.01,2403049,Jan,Monthly,NU,2000-01,-26,C,-22.4,C,-29.6,C,,mm,,mm,,mm,1005.1,hPa,-9999.9,hPa,,kph
-71.95,45.48,45.48,-71.95,7020860.1997.05,7020860,May,Monthly,QC,1997-05,8.5,C,14,C,2.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-135.1,60.73,60.73,-135.1,2101310.2018.10,2101310,Oct,Monthly,YT,2018-10,2.8,C,6.6,C,-1,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-85.67,68.3,68.3,-85.67,2402686.2014.12,2402686,Dec,Monthly,NU,2014-12,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,-9999.9,hPa,-9999.9,hPa,,kph
-57.58,50.23,50.23,-57.58,8401405.2019.12,8401405,Dec,Monthly,NL,2019-12,-3.1,C,-0.3,C,-5.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-63.52,44.88,44.88,-63.52,8202251.2004.09,8202251,Sep,Monthly,NS,2004-09,14.3,C,18.9,C,9.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-93.58,69.55,69.55,-93.58,2403854.1994.04,2403854,Apr,Monthly,NU,1994-04,,C,,C,,C,,mm,,mm,,mm,1018.5,hPa,1014.6,hPa,,kph
-65.5333,45.7167,45.7167,-65.5333,8105200.2004.05,8105200,May,Monthly,NB,2004-05,,C,,C,,C,76,mm,76,mm,0,mm,,hPa,,hPa,,kph
-72.2667,48.5167,48.5167,-72.2667,7066685.2013.12,7066685,Dec,Monthly,QC,2013-12,,C,,C,,C,81,mm,6.9,mm,74.2,mm,1018.9,hPa,995.8,hPa,11.3,kph
-60.0094,43.9322,43.9322,-60.0094,8204700.2015.04,8204700,Apr,Monthly,NS,2015-04,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-89.72,68.43,68.43,-89.72,2303090.2013.02,2303090,Feb,Monthly,NU,2013-02,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-82.67,42.05,42.05,-82.67,6134190.2011.03,6134190,Mar,Monthly,ON,2011-03,0.7,C,4.9,C,-3.6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-68.1878,47.3464,47.3464,-68.1878,810AL00.2001.09,810AL00,Sep,Monthly,NB,2001-09,,C,,C,,C,53.2,mm,53.2,mm,0,mm,,hPa,,hPa,,kph
-123.22,49.58,49.58,-123.22,1041050.2001.12,1041050,Dec,Monthly,BC,2001-12,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-74.05,45.8,45.8,-74.05,7037400.2000.01,7037400,Jan,Monthly,QC,2000-01,-11.6,C,-6.6,C,-16.7,C,145.9,mm,21.3,mm,124.6,mm,,hPa,,hPa,,kph
-54,47.3,47.3,-54,8400100.2000.11,8400100,Nov,Monthly,NL,2000-11,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-77.7867,48.0564,48.0564,-77.7867,7098600.1990.01,7098600,Jan,Monthly,QC,1990-01,,C,,C,,C,85,mm,13.5,mm,71.5,mm,1011.1,hPa,968.5,hPa,15.3,kph
-91.9,50.1167,50.1167,-91.9,6037775.1991.12,6037775,Dec,Monthly,ON,1991-12,,C,,C,,C,49.9,mm,1.5,mm,48.4,mm,1017.5,hPa,967.9,hPa,10.5,kph
-81,43.37,43.37,-81,6148105.1999.03,6148105,Mar,Monthly,ON,1999-03,-1.4,C,3.2,C,-6,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-122.05,52.18,52.18,-122.05,1098941.2006.05,1098941,May,Monthly,BC,2006-05,9.9,C,16.8,C,3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-66.25,50.22,50.22,-66.25,7047914.2007.01,7047914,Jan,Monthly,QC,2007-01,-13.2,C,-8.2,C,-18.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-108.52,54.13,54.13,-108.52,4065058.2013.06,4065058,Jun,Monthly,SK,2013-06,,C,,C,,C,,mm,,mm,,mm,1013.5,hPa,956.3,hPa,,kph
-72.9,45.3,45.3,-72.9,7022320.2004.04,7022320,Apr,Monthly,QC,2004-04,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-92.6,62.24,62.24,-92.6,2303986.1996.04,2303986,Apr,Monthly,NU,1996-04,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-124.4,51.67,51.67,-124.4,1088015.2008.10,1088015,Oct,Monthly,BC,2008-10,4.2,C,11.3,C,-3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-75.6692,45.3225,45.3225,-75.6692,6106000.2002.01,6106000,Jan,Monthly,ON,2002-01,,C,,C,,C,,mm,,mm,,mm,1012.4,hPa,998.1,hPa,15.7,kph
-113.6,53.3,53.3,-113.6,3012206.2000.09,3012206,Sep,Monthly,AB,2000-09,9.8,C,16.8,C,2.8,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-72.68,46.37,46.37,-72.68,7018563.2011.04,7018563,Apr,Monthly,QC,2011-04,3.4,C,9,C,-2.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-85.28,48.6,48.6,-85.28,6059475.1993.06,6059475,Jun,Monthly,ON,1993-06,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-82.4,42.58,42.58,-82.4,6139265.2015.05,6139265,May,Monthly,ON,2015-05,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-105.3,73.77,73.77,-105.3,2403756.2007.12,2403756,Dec,Monthly,NU,2007-12,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-122.2406,50.7283,50.7283,-122.2406,1117215.2010.08,1117215,Aug,Monthly,BC,2010-08,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-105.15,52.42,52.42,-105.15,4056121.1993.02,4056121,Feb,Monthly,SK,1993-02,-14,C,-9,C,-19,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-97.55,49.1,49.1,-97.55,5020040.1997.01,5020040,Jan,Monthly,MB,1997-01,-19.3,C,-14.2,C,-24.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-111.45,52.08,52.08,-111.45,3011885.1995.04,3011885,Apr,Monthly,AB,1995-04,,C,,C,,C,,mm,,mm,,mm,1017.7,hPa,-9999.9,hPa,,kph
-132.7359,60.1741,60.1741,-132.7359,2101100.2007.12,2101100,Dec,Monthly,YT,2007-12,,C,,C,,C,57.1,mm,0,mm,57.1,mm,1014.2,hPa,925.7,hPa,6.2,kph
-117.37,50,50,-117.37,1145460.1993.02,1145460,Feb,Monthly,BC,1993-02,-2.6,C,0.9,C,-6,C,3.3,mm,0,mm,3.3,mm,,hPa,,hPa,,kph
-117.82,50.27,50.27,-117.82,1145297.2012.08,1145297,Aug,Monthly,BC,2012-08,19.6,C,27.6,C,11.6,C,,mm,,mm,,mm,1014.2,hPa,954.5,hPa,,kph
-105.83,59.25,59.25,-105.83,4067799.2003.12,4067799,Dec,Monthly,SK,2003-12,-17.6,C,-12.6,C,-22.5,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-98.32,49.4,49.4,-98.32,5020725.2014.09,5020725,Sep,Monthly,MB,2014-09,14,C,20.2,C,7.7,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-53.58,49.11,49.11,-53.58,840BR7C.2011.09,840BR7C,Sep,Monthly,NL,2011-09,,C,,C,,C,,mm,,mm,,mm,1010.7,hPa,1009.7,hPa,,kph
-137.58,60.77,60.77,-137.58,2100630.1992.12,2100630,Dec,Monthly,YT,1992-12,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-119.47,52.72,52.72,-119.47,1171393.2016.12,1171393,Dec,Monthly,BC,2016-12,-9999.9,C,-9999.9,C,-9999.9,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-70.97,46.07,46.07,-70.97,7027200.2009.10,7027200,Oct,Monthly,QC,2009-10,4.2,C,8.6,C,-0.3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-115.97,49.63,49.63,-115.97,1154203.2010.05,1154203,May,Monthly,BC,2010-05,9.4,C,15.7,C,3,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-126.75,65.28,65.28,-126.75,2202810.2020.05,2202810,May,Monthly,NT,2020-05,4.9,C,11,C,-1.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-65.6,47.43,47.43,-65.6,8104295.2011.04,8104295,Apr,Monthly,NB,2011-04,2.4,C,8.4,C,-3.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-134.39,62.2019,62.2019,-134.39,2100460.2002.05,2100460,May,Monthly,YT,2002-05,,C,,C,,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,,hPa,,hPa,,kph
-110.47,49.12,49.12,-110.47,3044923.1991.10,3044923,Oct,Monthly,AB,1991-10,-9999.9,C,-9999.9,C,-9999.9,C,-9999.9,mm,-9999.9,mm,-9999.9,mm,1018.3,hPa,-9999.9,hPa,,kph
-103.92,51.98,51.98,-103.92,4015960.1999.01,4015960,Jan,Monthly,SK,1999-01,-17.5,C,-12.9,C,-22,C,35.1,mm,0,mm,35.1,mm,,hPa,,hPa,,kph
-64.8,47.07,47.07,-64.8,8104103.1991.12,8104103,Dec,Monthly,NB,1991-12,,C,,C,,C,,mm,,mm,,mm,1013.7,hPa,-9999.9,hPa,,kph
-74.6167,45.95,45.95,-74.6167,7030310.1994.12,7030310,Dec,Monthly,QC,1994-12,,C,,C,,C,79.2,mm,26.3,mm,52.9,mm,,hPa,,hPa,,kph
-72.12,45.27,45.27,-72.12,7024440.1995.03,7024440,Mar,Monthly,QC,1995-03,-0.6,C,4.2,C,-5.4,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-73.92,46.68,46.68,-73.92,7077570.1994.04,7077570,Apr,Monthly,QC,1994-04,2.2,C,7.7,C,-3.2,C,,mm,,mm,,mm,,hPa,,hPa,,kph
-130.88,54.29,54.29,-130.88,1068250.2002.06,1068250,Jun,Monthly,BC,2002-06,,C,,C,,C,,mm,,mm,,mm,-9999.9,hPa,-9999.9,hPa,,kph
-125.57,64.92,64.92,-125.57,2201700.2004.03,2201700,Mar,Monthly,NT,2004-03,-9999.9,C,-9999.9,C,-9999.9,C,13.4,mm,0,mm,13.4,mm,,hPa,,hPa,,kph
